name,address,category,lat,lon,query
Белинвестбанк,"Московский просп., 130, корп. 1",,55.174617,30.265643,банкомат
Беларусбанк,"просп. Строителей, 12",,55.171448,30.222943,банкомат
Приорбанк,"просп. Строителей, 11А, этаж 1",,55.170877,30.215316,банкомат
"Белинвестбанк, банкомат","просп. Строителей, 1А, этаж 1",,55.172197,30.202032,банкомат
Альфа-Банк,"ул. Чкалова, 35, этаж 2",,55.162889,30.20754,банкомат
Беларусбанк,"Московский просп., 7, отдел №200/2006",,55.18166,30.205171,банкомат
МТБАНК,"ул. Ленина, 12А",,55.187463,30.204437,банкомат
Приорбанк,"просп. Строителей, 11А",,55.171057,30.214774,банкомат
Белгазпромбанк,"Московский просп., 99",,55.1728,30.26392,банкомат
Приорбанк,"ул. Чкалова, 35, этаж 2",,55.162819,30.207532,банкомат
Белгазпромбанк,"ул. Чкалова, 35, этаж 2",,55.162331,30.207327,банкомат
МТБАНК,"просп. Черняховского, 6",,55.181074,30.202761,банкомат
Белинвестбанк,"ул. Богатырёва, 34",,55.167276,30.283441,банкомат
"Белинвестбанк, банкомат","ул. Богатырёва, 34",,55.167228,30.283488,банкомат
Сбер Банк,"ул. Чкалова, 34, магазин ""Веста""",,55.167752,30.21201,банкомат
Альфа-Банк,"Московский просп., 130, корп. 1",,55.175005,30.266488,банкомат
Беларусбанк,"ул. Чкалова, 25, корп. 1",,55.167725,30.210036,банкомат
Сбер,"Московский просп., 130, корп. 1",,55.1751,30.266026,банкомат
Neo Bank,"просп. Строителей, 1",,55.172889,30.201373,банкомат
Белгазпромбанк,"Московский просп., 99",,55.172944,30.263768,банкомат
Белинвестбанк,"Московский просп., 130, корп. 1",,55.175005,30.266488,банкомат
Белагропромбанк,"Московский просп., 99, ТЦ ""Ганна""",,55.172684,30.263999,банкомат
Приорбанк,"Московский просп., 130, корп. 1, Гипермаркет Евроопт",,55.175005,30.266488,банкомат
Приорбанк,"Московский просп., 130, корп. 1",,55.175173,30.266257,банкомат
Приорбанк,"ул. Генерала Ивановского, 36, Супермаркет Дионис",,55.164474,30.275651,банкомат
Белинвестбанк,"Витебск, Московский просп., 86",Банк,55.176277,30.247504,отделение банка
Белинвестбанк,"Витебск, Московский просп., 33",Банк,55.177602,30.227008,отделение банка
Белинвестбанк,"Витебск, Московский просп., 60А, этаж 1",Банк,55.180217,30.222478,отделение банка
Белагропромбанк,"Витебск, просп. Строителей, 12",Банк,55.171204,30.222049,отделение банка
Белинвестбанк,"ул. Чкалова, 35, этаж 2",Банк,55.162231,30.207194,отделение банка
Белагропромбанк,"ул. Чкалова, 35",Банк,55.163053,30.207826,отделение банка
Банк РРБ,"Московский просп., 8",Банк,55.183624,30.206267,отделение банка
Белагропромбанк,"ул. Димитрова, 31",Банк,55.187714,30.190132,отделение банка
Белагропромбанк,"ул. Ленина, 10А",Банк,55.187541,30.204088,отделение банка
Белагропромбанк,"просп. Строителей, 3, корп. 2",Банк,55.170675,30.203723,отделение банка
