name,address,category,lat,lon,query
Белагропромбанк,"Габровская ул., 43, ТЦ ""ОМА""",,53.871621,30.359607,банкомат
БелВЭБ,"ул. Мовчанского, 53/1",,53.878171,30.373375,банкомат
Приорбанк,"Габровская ул., 32, ТЦ Санта",,53.868865,30.348297,банкомат
Беларусбанк,"просп. Димитрова, 11",,53.865556,30.362083,банкомат
Беларусбанк,"ул. Мовчанского, 53",,53.877479,30.374408,банкомат
БелВЭБ,"бул. Непокорённых, 37Б",,53.872852,30.329918,банкомат
Белинвестбанк,"ул. Челюскинцев, 139",,53.887757,30.28148,банкомат
Сбер Банк,"ул. Мовчанского, 40А",,53.877147,30.366003,банкомат
Приорбанк,"Могилёв, Витебский проспект",,53.881328,30.399248,банкомат
Сбер Банк,"просп. Димитрова, 70А",,53.876032,30.377151,банкомат
Беларусбанк,"ул. Фатина, 4, магазин Соседи",,53.882062,30.375244,банкомат
Приорбанк,"ул. Гагарина, 79, ТЦ Е-сити",,53.880151,30.317153,банкомат
Приорбанк,"ул. Мовчанского, 6, Гипермаркет Гиппо",,53.872205,30.363317,банкомат
Брикс,"ул. Чайковского, 11",Бизнес-центр,53.878888,30.332808,банкомат
Беларусбанк,"Могилёв, Гомельское ш., 3",,53.862854,30.357832,банкомат
Белинвестбанк,"Могилёв, ул. Мовчанского, 2",,53.872523,30.366938,банкомат
Сбер Банк,"Могилёв, просп. Димитрова, 70А, магазин ""Евроопт""",,53.875912,30.377211,банкомат
Белинвестбанк,"Могилёв, ул. Мовчанского, 53",,53.878002,30.373851,банкомат
Беларусбанк,"Могилёв, ул. Мовчанского, 53",,53.877479,30.374408,банкомат
Белгазпромбанк,"Могилёв, ул. Терёхина, 9, этаж 2",,53.88202,30.367886,банкомат
Беларусбанк,"Могилёв, ул. Мовчанского, 6, этаж 1",,53.872575,30.363577,банкомат
Банк ВТБ,"Могилёв, Габровская ул., 43, этаж 1",,53.871904,30.359908,банкомат
Белгазпромбанк,"Могилёв, Витебский просп., 4",,53.883976,30.405997,банкомат
"Приорбанк, банкомат","Пушкинский просп., 12, этаж 1",,53.87866,30.338408,банкомат
Альфа-Банк,"ул. Островского, 15",,53.877969,30.339261,банкомат
Сбер Банк,"ул. Островского, 5, зона банкоматов), ТЦ ""Планета GREEN"", этаж 1",,53.874977,30.333091,банкомат
Беларусбанк,"ул. Чайковского, 8, ТЦ Строймаркет",,53.877141,30.334341,банкомат
Беларусбанк,"бул. Непокорённых, 75, магазин Квартал вкуса",,53.867384,30.338038,банкомат
Белинвестбанк,"Пушкинский просп., 24, этаж 1",,53.874882,30.343503,банкомат
Белинвестбанк,"Пушкинский просп., 39",,53.877947,30.337751,банкомат
Беларусбанк,"бул. Непокорённых, 65, магазин Экран",,53.869958,30.337318,банкомат
Белгазпромбанк,"бул. Непокорённых, 37Б",,53.872919,30.330203,банкомат
Белинвестбанк,"бул. Непокорённых, 43Б",,53.871505,30.331307,банкомат
Белгазпромбанк,"ул. Чайковского, 11, этаж 1",,53.878962,30.332746,банкомат
Беларусбанк,"ул. Островского, 1Б, отдел 700/141",,53.871636,30.327444,банкомат
Белинвестбанк,"ул. Островского, 5, этаж 1",,53.874981,30.333103,банкомат
Банк Решение,"ул. Островского, 5, этаж 1",,53.874496,30.33276,банкомат
Сбер Банк,"Витебский просп., 9",,53.882433,30.408592,банкомат
Приорбанк,"Витебский просп., 5, Филиал ОАО БЕЛАЗ управляющая компания холдинга БЕЛАЗ-ХОЛДИНГ проходная №2 завода",,53.880942,30.402636,банкомат
Беларусбанк,"Могилёв, Витебский просп., 39А, отдел №700/7004",Банк,53.883213,30.412604,отделение банка
Белагропромбанк,"агрогородок Кадино, Центральная ул., 22, ТЦ ""Кадино"", магазин Могилевского РАЙПО",,53.877465,30.505484,банкомат
Беларусбанк,"агрогородок Кадино, Центральная ул., 10, отдел №700/7003",Банк,53.876749,30.509015,отделение банка
Беларусбанк,"Могилёв, Минское ш., 40",,53.933386,30.255095,банкомат
