name,address,category,lat,lon,query
Технобанк,"просп. Янки Купалы, 87, этаж 1",,53.649614,23.853782,банкомат
Приорбанк,"просп. Янки Купалы, 82А, ТЦ ""Евроопт""",,53.654502,23.849598,банкомат
Банк РРБ,"просп. Янки Купалы, 82А",Банк,53.654429,23.849986,банкомат
Белгазпромбанк,"ул. Великая Ольшанка, 13, этаж 1",,53.622366,23.815569,банкомат
Приорбанк,"просп. Янки Купалы, 49, универсам ""Брест""",,53.656849,23.841119,банкомат
Белгазпромбанк,"просп. Янки Купалы, 82А, Гипермаркет Евроопт",,53.654478,23.849663,банкомат
"ВТБ банк, банкомат","просп. Янки Купалы, 87, этаж 1",,53.649872,23.856038,банкомат
Белинвестбанк,"ул. Фомичёва, 2, этаж 1",,53.657619,23.842416,банкомат
Приорбанк,"просп. Янки Купалы, 87, ТРЦ Тринити",,53.649866,23.854538,банкомат
Приорбанк,"Гродно, ул. Победы, 47, этаж 1",,53.650381,23.832993,банкомат
Банк РРБ,"Гродно, просп. Янки Купалы, 87, этаж 3",,53.649573,23.853783,банкомат
Беларусбанк,"Гродно, Индурское ш., 30",,53.623972,23.864417,банкомат
Приорбанк,"Гродно, просп. Клецкова, 3Б, Торговый центр",,53.647934,23.83994,банкомат
Приорбанк,"Гродно, просп. Янки Купалы, 87, этаж 2",,53.650298,23.855398,банкомат
Беларусбанк,"Гродно, просп. Янки Купалы, 87, этаж 1",,53.649869,23.856029,банкомат
Приорбанк,"Гродно, просп. Янки Купалы, 82А, ТЦ Евроопт",,53.654643,23.849849,банкомат
Сбер Банк,"Гродно, ул. Победы, 47",,53.650469,23.832601,банкомат
Приорбанк,"Гродно, ул. Славинского, 4, ОАО ГродноАЗОТ ПТК Химволокно главная проходная",,53.6432,23.826681,банкомат
Банк РРБ,"Гродно, просп. Янки Купалы, 87, этаж 1",,53.649883,23.856055,банкомат
ВТБ,"Гродно, просп. Янки Купалы, 87, этаж 2",Банк,53.65014,23.855688,отделение банка
Банк Дабрабыт,"Гродно, ул. Антонова, 10",Банк,53.675572,23.841727,отделение банка
Белагропромбанк,"Гродно, Малыщинская ул., 2, Центр банковских услуг №401/9",,53.710961,23.850416,банкомат
Беларусбанк,"Гродно, Малыщинская ул., 5",,53.711929,23.853219,банкомат
Беларусбанк,"Гродно, ул. Ожешко, 4",,53.682695,23.832968,банкомат
Беларусбанк,"Гродно, Малыщинская ул., 5, этаж 1",Банк,53.711884,23.85322,отделение банка
Белгазпромбанк,"Гродно, ул. Максима Горького, 60",Банк,53.694938,23.821459,отделение банка
Банк ВТБ,"Гродно, ул. Дубко, 17, этаж 1",Банк,53.701492,23.834608,отделение банка
Беларусбанк,"Гродно, ул. Максима Горького, 71, отдел №400/4019",Банк,53.69758,23.820816,отделение банка
Беларусбанк,"Гродно, ул. Пушкина, 31А, отдел №400/4020",Банк,53.696697,23.834186,отделение банка
Приорбанк,"Гродно, Мостовая ул., 37",Банк,53.674235,23.828391,отделение банка
Беларусбанк,"Гродно, ул. Врублевского, 33, ГрГУ им. Я.Купалы",,53.704058,23.807487,банкомат
Белагропромбанк,"Гродно, ул. Комарова, 22Б, этаж 1",,53.708779,23.806117,банкомат
Белинвестбанк,"Гродно, ул. Врублевского, 44",,53.70139,23.806139,банкомат
Беларусбанк,"Гродно, бул. Ленинского Комсомола, 44Б",,53.696751,23.804662,банкомат
Беларусбанк,"Гродно, ул. Максима Горького, 91, этаж 1",,53.710348,23.816049,банкомат
"Беларусбанк, банкомат","Гродно, бул. Ленинского Комсомола, 52, этаж 1",,53.694914,23.794956,банкомат
Приорбанк,"Гродно, ул. Лизы Чайкиной, 51, ""Белпочта"", отдел №27",,53.66635,23.788148,банкомат
Беларусбанк,"Гродно, ул. Советских Пограничников, 55",,53.670053,23.817262,банкомат
БелВЭБ,"Гродно, ул. Орджоникидзе, 18",,53.667154,23.821694,банкомат
Белинвестбанк,"Гродно, ул. Советских Пограничников, 110А, этаж 1",,53.671713,23.798974,банкомат
Белинвестбанк,"Гродно, бул. Ленинского Комсомола, 44",Банк,53.69695,23.80486,отделение банка
Технобанк,"Гродно, бул. Ленинского Комсомола, 7А",Банк,53.699409,23.814688,отделение банка
Беларусбанк,"Гродно, ул. Гоголя, 11, ЦБУ 400, филиал 795, отдел 4009",Банк,53.670954,23.813919,отделение банка
БНБ-Банк,"Гродно, Социалистическая ул., 44, ЦБУ 18",,53.678057,23.834427,банкомат
Банк Дабрабыт,"Гродно, Большая Троицкая ул., 1",,53.68299,23.830705,банкомат
Белинвестбанк,"Гродно, Советская ул., 29",,53.681863,23.831991,банкомат
Банк ВТБ,"Гродно, ул. Антонова, 21",,53.674316,23.840307,банкомат
Банк Решение,"Гродно, ул. Дзержинского, 30",Банк,53.688808,23.835825,банкомат
Альфа-Банк,"Советская ул., 18, этаж 1",,53.68241,23.831894,банкомат
Беларусбанк,"ул. Дзержинского, 54А",,53.694603,23.838908,банкомат
Беларусбанк,"ул. Советских Пограничников, 55",,53.670053,23.817262,банкомат
