name,address,category,lat,lon,query
Белгазпромбанк,"Гомель, Речицкий просп., 62А, этаж 1",,52.405738,30.923644,банкомат
Беларусбанк,"Гомель, Речицкий просп., 45, отдел 300/105",,52.409355,30.935267,банкомат
Банкомат,"Гомель, Речицкий просп., 45, Отделение Беларусбанк",Инфокиоск,52.409382,30.935227,банкомат
Белинвестбанк,"Гомель, просп. Октября, 50/2",,52.406681,30.935621,банкомат
Белинвестбанк,"Гомель, Минская ул., 42А",,52.428735,30.951087,банкомат
БелВЭБ,"Гомель, ул. Владимирова, 16",,52.428129,30.946317,банкомат
Беларусбанк,"Гомель, Речицкий просп., 91",Банк,52.407116,30.924116,отделение банка
Беларусбанк,"Гомель, ул. Бочкина, 223",Банк,52.429577,30.948908,отделение банка
Беларусбанк,"Гомель, Речицкий просп., 16, отдел 300/3006",,52.415486,30.960893,банкомат
Банк ВТБ,"Гомель, Речицкий просп., 5В, этаж 1",,52.416821,30.961614,банкомат
Беларусбанк,"Гомель, Привокзальная площадь, 3, этаж 1",,52.430867,30.991549,банкомат
Беларусбанк,"Гомель, ул. Барыкина, 127, Кинотеатр Октябрь",,52.419054,30.976535,банкомат
Белинвестбанк,"Гомель, Речицкий просп., 5В, этаж 1",,52.417033,30.962409,банкомат
Сбер Банк,"Гомель, Привокзальная площадь, 3А, этаж 1",,52.431626,30.991424,банкомат
Беларусбанк,"Гомель, просп. Октября, 22А",,52.408975,30.963841,банкомат
Белагропромбанк,"Гомель, ул. 60 лет СССР, 14, корп. 1",,52.405678,30.982626,банкомат
Беларусбанк,"ул. Курчатова, 1",,52.434074,30.993072,банкомат
Сбер Банк,"Речицкий просп., 61, корп. 1",,52.408867,30.931117,банкомат
Сбербанк,"Привокзальная площадь, 3, этаж 1",,52.430758,30.991592,банкомат
Белагропромбанк,"Речицкий просп., 65",,52.408361,30.930347,банкомат
Белинвестбанк,"Привокзальная площадь, 1",,52.431953,30.993115,банкомат
Белинвестбанк,"Быховская ул., 112",,52.412625,30.971989,банкомат
БелВЭБ,"ул. Владимирова, 16",,52.428129,30.946317,банкомат
Белагропромбанк,"ул. Гагарина, 65, этаж 1",,52.423943,30.998226,банкомат
Беларусбанк,"Советская ул., 27, Государственный цирк",,52.434347,31.009223,банкомат
Приорбанк,"Быховская ул., 115, магазин "", универсам """,,52.410856,30.972587,банкомат
Беларусбанк,"Быховская ул., 115, отдел 300/3007",,52.411375,30.974251,банкомат
Сбер Банк,"Крестьянская ул., 29",,52.426555,31.005869,банкомат
Банк Решение,"просп. Ленина, 26",Банк,52.428188,30.999793,банкомат
Paritetbank,"просп. Ленина, 29",,52.42664,31.005512,банкомат
Белагропромбанк,"Речицкий просп., 86А",,52.404837,30.919136,банкомат
Беларусбанк,"ул. Братьев Лизюковых, 5, УЗ ""Гомельская областная клиническая больница""",,52.402229,30.951552,банкомат
Белинвестбанк,"просп. Октября, 50/2",,52.406681,30.935621,банкомат
Беларусбанк,"ул. 60 лет СССР, 4, отдел 300/3012",,52.404772,30.979921,банкомат
Белинвестбанк,"микрорайон Любенский, ул. 60 лет СССР, 14",,52.405539,30.98217,банкомат
